요양기관명,요양종별,시도명,도로명주소,표시과목명,개설일자,전화번호,lat,lng
르제이의원,의원,서울,"서울특별시 강남구 도산대로 134, 7층 (논현동)",일반의,2025-09-16,02-549-3153,37.5173531693456,127.023380583993
큐디의원,의원,서울,"서울특별시 강남구 강남대로 502, 서희빌딩 3층 (논현동)",일반의,2025-09-29,02-514-1650,37.507132658988,127.023676433449
홍대미미약국,약국,서울,서울특별시 마포구 양화로16길,,2025-09-24,02-6414-8080,37.5532112002086,126.920554116615
더모어피부과의원,의원,서울,"서울특별시 강남구 도산대로 228, 연승빌딩 3층 (논현동)",피부과,2025-09-09,02-541-3888,37.52049939037,127.03216062529
경희새봄한의원,한의원,서울,"서울특별시 광진구 군자로 92, 2층 (군자동)",,2025-09-12,02-2039-1014,37.551263772125,127.071275534825
김미성약국,약국,서울,"서울특별시 송파구 삼학사로 76, 401-우측호 (석촌동)",,2025-09-18,02-424-2507,37.5039945758973,127.097329987945
방이더숲정신건강의학과의원,의원,서울,"서울특별시 송파구 양재대로71길 1-20, 3층 (방이동)",정신건강의학과,2025-09-22,02-420-2078,37.5093566159107,127.125781167821
동작유외과의원,의원,서울,"서울특별시 동작구 상도로 60, 8층 (대방동)",외과,2025-09-30,02-822-0333,37.4995614234716,126.927153186125
행복365의원,의원,서울,"서울특별시 송파구 석촌호수로 130, 신원빌딩 4층 (삼전동)",일반의,2025-09-05,02-6419-0123,37.5071964496082,127.091386305975
다나경희한의원,한의원,서울,"서울특별시 관악구 관악로 195, B동 1층 109~113호 (봉천동, 관악위버폴리스)",,2025-09-24,02-6954-7854,37.4825638239353,126.953098728924
티스토리치과의원,치과의원,서울,"서울특별시 양천구 신월로 179, 2층 (신월동)",,2025-09-01,02-2620-2875,37.519162679955,126.842980438829
유앤아이의원,의원,서울,"서울특별시 도봉구 마들로11길 51, 4층 (창동)",일반의,2025-09-29,02-6956-0020,37.6535846755421,127.050426761139
명동레디영약국,약국,서울,"서울특별시 중구 명동8나길 7, 1층 (충무로1가)",,2025-09-02,02-318-5973,37.5613346315283,126.984558317468
명동미래셀의원,의원,서울,"서울특별시 중구 퇴계로 123, 하이헤리엇 7층 (충무로2가)",일반의,2025-09-05,02-,37.5612658980395,126.985364301804
빼채올한의원,한의원,서울,"서울특별시 강남구 도산대로 121, YK타워 7층 (신사동)",,2025-09-30,02-6953-1072,37.5174076350786,127.021728769737
연세순내과의원,의원,서울,"서울특별시 서대문구 통일로 440, 2층 1호 (홍제동)",내과,2025-09-24,02-391-0786,37.5883577541129,126.945087444151
김선경삼성신경과의원,의원,서울,"서울특별시 양천구 신목로 88, 4층 (신정동)",신경과,2025-09-09,02-6097-0119,37.5223719258406,126.875029234072
블리스내과의원,의원,서울,"서울특별시 동작구 노량진로 116, 백이빌딩 2층 (노량진동)",내과,2025-09-24,02-6959-4690,37.51315539545,126.938854495012
365신정약국,약국,서울,"서울특별시 양천구 신목로 88, 1층 103호 (신정동)",,2025-09-12,070-4795-2511,37.5223719258406,126.875029234072
제물포한의원,한의원,서울,"서울특별시 금천구 시흥대로 225, 제이타워 3층 304~306호 (시흥동)",,2025-09-19,02-6383-8875,37.4537894156684,126.900461934958
스텔라약국,약국,서울,"서울특별시 송파구 오금로 173-1, 1층 102호 (방이동)",,2025-09-01,02-6954-7712,37.5096230696043,127.11394549988
타임포레피부과의원,의원,울산,"울산광역시 남구 삼산로 173, 2층 (달동)",피부과,2025-09-04,052-716-3121,35.5374021154423,129.326106535099
강성민내과의원,의원,울산,"울산광역시 남구 수암로 138, 12층 (야음동)",내과,2025-09-19,052-257-2358,35.5269828679847,129.321919110368
려원한의원,한의원,울산,"울산광역시 중구 병영로 5, 2층 (남외동)",,2025-09-23,052-291-1253,35.5698005539791,129.345919697115
이포보약국,약국,경기,경기도 여주시 대신면 여양로 2004,,2025-09-24,010-4430-0021,37.4049908215424,127.545004252955
모현경희한의원,한의원,경기,"경기도 용인시 처인구 모현읍 왕산로50번길 1, 205호",,2025-09-08,031-323-1075,37.3472691992551,127.255310316654
경희진평한의원,한의원,경기,경기도 고양시 덕양구 화중로,,2025-09-04,031-978-1075,37.6377701722026,126.83143728731
한마음의원,의원,경기,경기도 가평군 설악면 신천중앙로,일반의,2025-09-23,031-584-1551,37.6761543471035,127.49373765098
새대신약국,약국,경기,"경기도 화성시 만세구 팔탄면 버들로 1349, 102호",,2025-09-24,031-354-9066,37.1275689602962,126.854719366427
명문한의원,한의원,경기,"경기도 과천시 별양상가1로 25, 렉스타운 407, 408호 (별양동)",,2025-09-23,02-555-7783,37.4282781281805,126.992542985358
루비의원,의원,경기,"경기도 용인시 수지구 고기로 437, 4층 (고기동)",일반의,2025-09-01,031-276-7203,37.3598140868514,127.061261200522
영통센트럴치과의원,치과의원,경기,"경기도 수원시 영통구 봉영로 1606, 미네시티 202호 (영통동)",,2025-09-02,031-205-2275,37.2538686061108,127.074491002062
성모내일내과의원,의원,경기,"경기도 하남시 더우개로 29, 대명상가(지우제) 402,403,404호 (신장동)",내과,2025-09-22,031-792-1191,37.5410487422687,127.220904352467
백세약국,약국,경기,"경기도 남양주시 진접읍 장현로 93, 101호",,2025-09-24,010-5126-3316,37.718638852264,127.182500683392
하이후문온누리약국,약국,경기,"경기도 이천시 대월면 대산로288번길 75, 아미가든쇼핑센타 205,206호",,2025-09-29,031-000-0000,37.2495909745348,127.474945384505
호수약국,약국,경기,"경기도 파주시 탄현면 방촌로 1049, 103호",,2025-09-03,070-8211-3677,37.8256491868993,126.736885623423
태장공진한의원,한의원,경기,"경기도 수원시 팔달구 매산로 30, 1층 104호 (매산로2가)",,2025-09-16,010-4666-5676,37.2676124780215,127.004788229768
안산365일치과의원,치과의원,경기,"경기도 안산시 단원구 선부광장1로 56, 6층 601, 603호 (선부동)",,2025-09-23,031-403-2275,37.3365953473085,126.810722261529
365일 열린의원,의원,경기,"경기도 평택시 경기대로 1511, 1,2,3층 (지산동)",일반의,2025-09-26,031-664-3651,37.0793420554384,127.062731063714
아리랑약국,약국,경기,"경기도 화성시 동탄구 동탄순환대로 4, 106,107호 (장지동)",,2025-09-30,031-378-9551,37.1644945900539,127.093789242112
연세성형외과의원,의원,경기,경기도 용인시 처인구 명지로16번길,성형외과,2025-09-17,031-336-1253,37.2350226043411,127.186523086208
동탄새봄약국,약국,경기,"경기도 화성시 동탄구 동탄솔빛로 44, 신성프라자 105호 (반송동)",,2025-09-22,070-8657-0894,37.1928770494064,127.072990280677
서울플란트치과의원,치과의원,경기,경기도 파주시 시청로,,2025-09-03,031-942-2877,37.7677212559772,126.779520163626
연세숲치과의원,치과의원,경기,"경기도 부천시 소사구 경인옛로 37, 228~231호 (소사본동, 힐스테이트 소사역)",,2025-09-12,032-342-2879,37.4816616139654,126.795997639138
광명프라임내과의원,의원,경기,"경기도 광명시 디지털로 19, 2층 (철산동)",내과,2025-09-26,02-2625-1229,37.4740475543898,126.869686936627
유엘내과의원,의원,경기,경기도 파주시 경의로,내과,2025-09-29,031-942-7558,37.7406990530438,126.753333449211
세교까치약국,약국,경기,"경기도 오산시 고을1길 36, 103호 (누읍동)",,2025-09-01,031-376-0711,37.1443550608501,127.054580815084
위브그린약국,약국,경기,"경기도 부천시 원미구 신흥로 150-1, 2층 상가8동208호 (중동, 위브더스테이트)",,2025-09-16,032-710-7470,37.4978431915417,126.778849232416
잘보는서울빛안과의원,의원,경기,"경기도 용인시 수지구 성복2로 51, 데이파크 A동 124,125호 (성복동)",안과,2025-09-10,031-8067-8575,37.3134470196589,127.078796011526
삼성이정여성의원,의원,경기,"경기도 수원시 권선구 금곡로 100, 401호 (금곡동)",일반의,2025-09-04,031-227-2003,37.2738569225436,126.941297259695
성모민정신건강의학과의원,의원,경기,"경기도 광주시 광주대로 41, 2층 (경안동)",정신건강의학과,2025-09-12,031-8027-0375,37.4103024057148,127.26029606176
메이퓨어의원,의원,경기,경기도 의정부시 천보로,일반의,2025-09-30,031-853-9403,37.7600800450827,127.07787151385
위드팜 봄약국,약국,경기,경기도 고양시 일산동구 일산로,,2025-09-16,031-8073-8006,37.65705506674,126.788532086995
병점365약국,약국,경기,"경기도 화성시 병점구 병점노을5로 28, 우남퍼스트빌더펜트 105호 (병점동)",,2025-09-29,031-237-2001,37.2062954856401,127.031629270265
운정표병원,병원,경기,"경기도 파주시 해올2길 8, 503호, 504호, 601호~603호 (다율동)",,2025-09-29,031-934-0516,37.733754291221,126.730764588072
서울라온안과의원,의원,경기,"경기도 구리시 검배로 3, 신경기빌딩 2,3층 (수택동)",안과,2025-09-29,031-522-6100,37.6007585000995,127.141718425186
장편한김용성내과의원,의원,경기,"경기도 군포시 산본로323번길 16-30, 성보빌딩 701-2,702,703,704,708,710호 (산본동)",내과,2025-09-02,031-360-7003,37.3601866277078,126.931607335967
똑소리이비인후과의원,의원,경기,"경기도 오산시 고을1길 36, 302, 303호 (누읍동)",이비인후과,2025-09-18,031-831-5666,37.1443550608501,127.054580815084
여월센트럴의원,의원,경기,경기도 부천시 오정구 성곡로,일반의,2025-09-29,032-682-3659,37.519092307684,126.798300334796
365삼성한의원,한의원,경기,"경기도 구리시 경춘로 216, 보배약국 2층 (수택동)",,2025-09-25,031-523-2475,37.6002722269908,127.139456643555
사암당한의원,한의원,경기,"경기도 고양시 일산서구 중앙로 1444, 태원빌딩 2층 (주엽동)",,2025-09-19,031-815-9494,37.6710336309092,126.760159852084
새롬호랑이한의원,한의원,경기,"경기도 안성시 서운면 바우덕이로 326, 2,3층",,2025-09-09,031-5087-8879,36.9636773430123,127.27795982783
지정타치과의원,치과의원,경기,"경기도 과천시 과천대로5길 6, 과천 아이플렉스 1동 3층 303호 (갈현동)",,2025-09-29,02-502-2882,37.4112237932061,126.979857003371
장곡365바른몸한의원,한의원,경기,"경기도 시흥시 황고개로 531, 영광프라자 3층 306~307호 (장곡동)",,2025-09-19,031-365-3685,37.3781229671527,126.78860880932
튼튼몸한의원,한의원,경기,"경기도 하남시 미사강변동로 95, 힐스테이트 미사역 그랑파사쥬(12-1BL) 2층 2048호 (망월동)",,2025-09-01,031-8027-0681,37.5637312032917,127.191741670397
밀스킨의원,의원,경기,"경기도 성남시 수정구 위례광장로 322, 아이플렉스 2층 203호 (창곡동)",일반의,2025-09-26,031-697-8627,37.4716996853199,127.142952037927
365아란약국,약국,경기,경기도 파주시 해올2길,,2025-09-12,031-8035-7694,37.7344372137187,126.731787317014
삼송하나로한의원,한의원,경기,"경기도 고양시 덕양구 동송로 20, 삼송농산물종합유통센터 2층 일부호 (동산동)",,2025-09-23,02-371-0031,37.6486347309103,126.89888009345
송정스카이의원,의원,경기,"경기도 광주시 송정2길 15-8, 2층 (송정동)",일반의,2025-09-15,031-768-2011,37.4199739640014,127.256441032122
메디타운약국,약국,경기,"경기도 고양시 일산서구 경의로 953, 3동 1층 (덕이동)",,2025-09-02,010-3339-1131,37.702185725858,126.759125701305
동화부부한의원,한의원,경기,"경기도 화성시 효행구 봉담읍 동화서북안2길 9, 305~307호",,2025-09-25,031-222-7599,37.219091184314,126.970377654632
서울아산본튼튼의원,의원,경기,"경기도 성남시 수정구 산성대로 259-1, 1층 일부, 2층 (신흥동)",일반의,2025-09-22,031-732-7575,37.4407602209233,127.14587806438
임신영 재활의학과의원,의원,경기,"경기도 수원시 영통구 도청로 103, e편한세상 시티 광교 1층 101호~103호 (이의동)",재활의학과,2025-09-18,031-302-4042,37.2913371476466,127.047289123302
서울다온치과의원,치과의원,경기,"경기도 용인시 처인구 모현읍 백옥대로2476번길 25, 2층 201 202호",,2025-09-01,031-338-2879,37.3446143206605,127.253635575071
수원기쁨내과의원,의원,경기,"경기도 수원시 권선구 당수로 112, 눈담봄112 401~407호 (당수동)",내과,2025-09-29,031-416-7500,37.2841318067672,126.943075489708
맑은샘약국,약국,경기,"경기도 화성시 동탄구 큰재봉길 23-11, 동탄 삼성쉐르빌 1층 101호 (석우동)",,2025-09-09,031-613-7680,37.2174984132794,127.079347543416
용문온누리약국,약국,경기,"경기도 양평군 용문면 용문로 380-2, 1층",,2025-09-01,031-773-7735,37.4857483999286,127.595465778939
사암원종한의원,한의원,경기,"경기도 부천시 오정구 원종로 52, 2층 일부호 (원종동)",,2025-09-18,032-716-9190,37.5238233547342,126.805868923372
내리사랑치과의원,치과의원,경기,"경기도 화성시 효행구 봉담읍 삼봉안3길 6-5, 312~313호",,2025-09-10,031-296-2828,37.2250263257081,126.924674150801
참내과의원,의원,경기,경기도 광주시 곤지암읍 곤지암로,내과,2025-09-24,031-797-7500,37.3484895829711,127.33854432776
분당몸편한신경과의원,의원,경기,"경기도 성남시 분당구 야탑로81번길 10, 분당아미고타워 3층 308, 310호 (야탑동)",신경과,2025-09-03,031-778-7538,37.4105972729335,127.128208288628
든든약국,약국,경기,"경기도 고양시 일산동구 중산로 241, 해태쇼핑타운 160호 (중산동)",,2025-09-08,031-976-0869,37.6936991521008,126.780140675938
봄날약국,약국,경기,경기도 고양시 일산동구 탄중로,,2025-09-11,031-976-5025,37.6903034352088,126.782895350653
과천항외과의원,의원,경기,경기도 과천시 별양상가1로,외과,2025-09-08,02-504-2719,37.4277890454295,126.9923759351
화정마트약국,약국,경기,경기도 고양시 덕양구 백양로,,2025-09-12,031-974-5024,37.632891539635,126.83399179444
고래약국,약국,경기,"경기도 김포시 양도로19번길 21, 재인지엘프라자 1층 103호 (풍무동)",,2025-09-01,031-981-3361,37.6083398970581,126.724882492776
참약사 성포약국,약국,경기,"경기도 안산시 상록구 예술광장로 49, 성포타운 1층 119호 (성포동)",,2025-09-24,031-365-5804,37.3268208748123,126.846973828632
서울플란트치과의원,치과의원,경기,"경기도 파주시 시청로 19, 다우스카이빌딩 4층 (금촌동)",,2025-09-03,031-942-2877,37.758862478995,126.775723012498
도담약국,약국,경기,"경기도 광주시 송정2길 15-8, 1층 (송정동)",,2025-09-19,031-768-5029,37.4199739640014,127.256441032122
진심드림내과의원,의원,경기,"경기도 과천시 과천대로5길 6, 과천 아이플렉스 306, 307, 308호 (갈현동)",내과,2025-09-01,02-2038-7722,37.4112237932061,126.979857003371
서울든든치과의원,치과의원,경기,"경기도 안양시 동안구 흥안대로 525, 2층 (관양동)",,2025-09-05,031-424-2275,37.4008887775679,126.976241155958
톤즈의원,의원,경기,경기도 평택시 고덕국제대로,일반의,2025-09-12,010-3890-4504,37.0543181799847,127.043697397948
희망의원,의원,경기,"경기도 고양시 일산동구 중산로 241, 해태쇼핑타운 101,127~130,134,137, 142~145,147,149~152,154호 (중산동)",일반의,2025-09-03,031-975-1100,37.6936991521008,126.780140675938
참약사훈훈약국,약국,경기,경기도 안산시 상록구 용신로,,2025-09-15,031-365-4468,37.3033364800474,126.848767257237
연세편안한비뇨의학과의원,의원,경기,경기도 화성시 병점구 병점노을4로,비뇨의학과,2025-09-18,031-232-7119,37.2051749040354,127.030733587285
튼튼약국,약국,경기,"경기도 평택시 경기대로 1511, 1층 (지산동)",,2025-09-11,010-4457-8765,37.0793420554384,127.062731063714
행운약국,약국,경기,경기도 파주시 경의로,,2025-09-19,031-8035-5801,37.7406990530438,126.753333449211
아너스약국,약국,경기,"경기도 수원시 장안구 송원로 20, 상가동 1층 104호 (송죽동, 수원 아너스빌 위즈)",,2025-09-24,031-244-2007,37.2971044925955,127.006565675301
고려제일내과의원,의원,경기,경기도 남양주시 진접읍 장현로,내과,2025-09-24,070-4133-6515,37.7188950992854,127.183074884019
다시봄날의원,의원,경기,경기도 남양주시 늘을2로,일반의,2025-09-29,031-522-5265,37.6572724912869,127.243639262889
엄마약국,약국,경기,"경기도 남양주시 와부읍 덕소로97번길 9, 일신프라자 1층 102,103호",,2025-09-29,031-577-0508,37.5861492434742,127.213288246706
고강성모탑정형외과의원,의원,경기,"경기도 부천시 오정구 역곡로 485, 엘림메디칼빌딩 2층~3층 (고강동)",정형외과,2025-09-16,032-677-3651,37.5278442730274,126.815840320558
365경희밝은본한의원,한의원,경기,"경기도 용인시 기흥구 죽전로 52, 훼미리프라자 107,108호 (보정동)",,2025-09-30,031-8067-5674,37.3202905987566,127.114671037476
연세에이스정형외과의원,의원,경기,경기도 파주시 금릉역로,정형외과,2025-09-09,031-946-8875,37.7533840852161,126.765047808333
연세고림정형외과의원,의원,경기,"경기도 용인시 처인구 고림로 136, 2,3층 (고림동)",정형외과,2025-09-19,031-333-6589,37.244222396245,127.21819126729
연세제이치과의원,치과의원,경기,경기도 파주시 해올2길,,2025-09-24,031-939-8275,37.7344372137187,126.731787317014
안양365치과의원,치과의원,경기,"경기도 안양시 만안구 안양로 253, 4층 일부호 (안양동)",,2025-09-08,441-2804,37.395372256816,126.923915751297
라온바른약국,약국,경기,"경기도 광주시 마루들길 232-4, 1층 103호 (양벌동)",,2025-09-22,070-8230-0552,37.3775878310575,127.257034597564
모범약국,약국,경기,"경기도 수원시 권선구 서수원로 519, 106호 (금곡동)",,2025-09-22,031-278-0523,37.2724436955417,126.959492332896
매일열린365약국,약국,경기,"경기도 의정부시 시민로 145, 105~106호 (의정부동, 이안 더 센트로 의정부)",,2025-09-22,031-847-7365,37.7378731929594,127.051371175458
프라임의원,의원,경기,"경기도 시흥시 은행고길 24, 201, 301호 (은행동)",일반의,2025-09-22,010-4928-3233,37.4405483765122,126.799186740971
박약국,약국,전남,전남광주통합특별시 고흥군 도덕면 학동2길 17,,2025-09-24,061-844-1110,34.5673611776605,127.17576370937
광주그랜드치과의원,치과의원,전남,전남광주통합특별시 동구 필문대로,,2025-09-01,062-225-3000,35.1497645026209,126.929552328983
하늘샘한의원,한의원,전남,"전남광주통합특별시 북구 북문대로 117, 2층 203호 (운암동)",,2025-09-23,062-524-1075,35.17965768278,126.874569725425
모리프한의원 광주상무,한의원,전남,전남광주통합특별시 서구 상무중앙로,,2025-09-18,062-383-7582,35.1563657571206,126.848369746459
뷰티드1.0의원,의원,전남,전남광주통합특별시 광양시 광장로 147 (중동),일반의,2025-09-12,061-791-1020,34.937135060832,127.694830849548
메가스토어약국,약국,전남,"전남광주통합특별시 광산구 장신로147번길 6-11, 1층 (수완동)",,2025-09-29,070-4772-7766,35.1913381116165,126.8278014318
365 청호큰약국,약국,전남,전남광주통합특별시 목포시 옥암로 200 (석현동),,2025-09-17,061-285-2980,34.8159598872383,126.420925332668
올리브약국,약국,전남,전남광주통합특별시 남구 백서로,,2025-09-08,062-655-9800,35.1378915427915,126.914242942725
로타리큰약국,약국,전남,전남광주통합특별시 여수시 여서로,,2025-09-22,061-652-0131,34.7486009334411,127.700779102833
태영명가한의원,한의원,전남,전남광주통합특별시 남구 봉선로,,2025-09-16,062-676-7579,35.1238544280637,126.908931408428
하이온요양병원,요양병원,전남,전남광주통합특별시 동구 독립로,,2025-09-19,062-228-1100,35.1516135071301,126.907498484931
365광주제일큰약국,약국,전남,전남광주통합특별시 서구 상무대로,,2025-09-08,062-373-1727,35.1512276919639,126.86309350262
365열린약국,약국,전남,전남광주통합특별시 영암군 삼호읍 대불주거1로2길,,2025-09-04,061-947-9919,34.7523644743473,126.456706358925
보람솔한의원,한의원,세종,"세종특별자치시 한누리대로 2149, 엔젤타워 3층 305,306호 (보람동)",,2025-09-22,010-7222-7427,36.4778052000471,127.287839973781
경희정한의원,한의원,세종,"세종특별자치시 보듬3로 8-20, 세종한신휴시티 2층 209호 (도담동)",,2025-09-29,044-715-5489,36.5143054345153,127.258602129546
마곡튼튼소아청소년과의원,의원,서울,"서울특별시 강서구 마곡중앙로 105-7, 2층 (마곡동)",소아청소년과,2025-08-21,02-6989-5300,37.5629234842805,126.826076887806
연세서울숲치과의원,치과의원,서울,"서울특별시 성동구 왕십리로 241, 201동 상가B104호 (행당동, 서울숲 더샵)",,2025-08-04,02-6464-0028,37.5571686563914,127.040104919932
둔촌웰니스의원,의원,서울,"서울특별시 강동구 양재대로 1360, 포레온스테이션5 4층 4001~4008호 (둔촌동)",일반의,2025-08-01,02-554-7979,37.5274758605763,127.137046059861
양천숲한의원,한의원,서울,서울특별시 양천구 목동중앙남로4길,,2025-08-11,02-2643-7910,37.5367919882566,126.86790203833
삼성트윙클약국,약국,서울,"서울특별시 강남구 봉은사로 506, 지하 1층 (삼성동)",,2025-08-22,02-558-8507,37.5129697830986,127.054337199334
밝은햇살한의원,한의원,서울,"서울특별시 금천구 독산로 347, 3층 (독산동)",,2025-08-07,02-857-1775,37.4778152328687,126.903501360033
메디칼미소약국,약국,서울,"서울특별시 서초구 효령로2길 26, 1층 (방배동)",,2025-08-18,02-515-7533,37.4760105268394,126.987649813579
오프닝성형외과의원,의원,서울,"서울특별시 강남구 강남대로 596, 극동빌딩 5층 (논현동)",성형외과,2025-08-11,02-540-2022,37.5150205807468,127.020354102766
제기동중앙약국,약국,서울,"서울특별시 동대문구 왕산로 123, 1층 (제기동)",,2025-08-14,02-6951-3994,37.5784272619867,127.037160568378
라인약국,약국,서울,"서울특별시 서초구 서초대로73길 54, 204호 (서초동)",,2025-08-05,02-534-0777,37.5020135169887,127.024071206653
그린애플약국,약국,서울,"서울특별시 성동구 연무장5가길 7, 성수역 현대테라스타워 1층 117호 (성수동2가)",,2025-08-26,02-6956-3509,37.5440862698625,127.053671559498
나은약국,약국,서울,"서울특별시 강남구 봉은사로 610, 수도빌딩 103호 (삼성동)",,2025-08-11,02-566-7782,37.5142207671959,127.061618047272
튼튼365열린약국,약국,서울,"서울특별시 강서구 마곡중앙로 105-7, A동 101-1호 (마곡동)",,2025-08-29,070-4070-1618,37.5629234842805,126.826076887806
연세서촌치과의원,치과의원,서울,서울특별시 종로구 필운대로,,2025-08-28,02-736-7528,37.5812075755788,126.96850851603
미율한의원,한의원,서울,"서울특별시 강남구 학동로 219, 국제빌딩 4층 (논현동)",,2025-08-06,010-7234-0280,37.5149944434401,127.033126051166
라셀의원,의원,서울,"서울특별시 서초구 방배로 103, 디엠타워 6층 (방배동)",일반의,2025-08-18,02-523-7550,37.4832782887127,126.996121212244
더결의원,의원,서울,"서울특별시 서초구 잠원로4길 50, 메이플 자이 근린생활시설 1동 305~308층 (잠원동)",일반의,2025-08-27,02-6949-1660,37.512777866474,127.011981173143
온가족한의원,한의원,서울,"서울특별시 송파구 올림픽로 118, 청우빌딩 2층 2호 (잠실동)",,2025-08-13,02-416-8288,37.5114151506649,127.083829919841
신촌벗의원,의원,서울,"서울특별시 마포구 광성로 17, 상가동 지하1층 112호, 113호 (신수동, 신촌숲아이파크)",일반의,2025-08-11,02-717-7942,37.5503208717883,126.935286024774
서울리센츠내과 영상의학과의원,의원,서울,서울특별시 송파구 올림픽로,내과,2025-08-11,02-6426-3388,37.5149014053102,127.105018464362
루피엘의원,의원,서울,"서울특별시 강남구 선릉로 669, 상경빌딩 7층 (논현동)",일반의,2025-08-07,02-516-8890,37.5166119773031,127.041258693516
밴스의원,의원,서울,"서울특별시 송파구 송파대로 562, 4층 (신천동, 웰리스타워,삼성웰리스아파트)",일반의,2025-08-26,02-6956-0474,37.5153235254771,127.099502662936
청담아이우의원,의원,서울,"서울특별시 강남구 압구정로 320, 5층 (신사동)",일반의,2025-08-19,02-6953-1175,37.528543282907,127.036454862155
리아성형외과의원,의원,서울,"서울특별시 강남구 도산대로 134, 페이토빌딩 6층 (논현동)",성형외과,2025-08-27,02-6413-2020,37.5173531693456,127.023380583993
천사랑약국,약국,서울,"서울특별시 송파구 올림픽로 289, 잠실시그마타워 4층 일부호 (신천동)",,2025-08-05,02-6952-9156,37.5146152773177,127.102522142353
신길내과의원,의원,서울,"서울특별시 영등포구 가마산로 483, 에이동 3층 306,307,308호 (신길동, 신길 AK 푸르지오)",내과,2025-08-27,02-833-8728,37.5064917904964,126.909807751431
압구정인지신경과의원,의원,서울,"서울특별시 강남구 논현로171길 11, 6층 (신사동)",신경과,2025-08-27,02-512-1119,37.5254601578759,127.027406738852
채온담한의원,한의원,서울,"서울특별시 강남구 압구정로46길 5-1, 2층 (신사동)",,2025-08-26,02-517-4599,37.5282896863644,127.036920843859
어전트의원,의원,서울,"서울특별시 영등포구 국회대로54길 10, 상가 13동 304호 (영등포동7가, 아크로타워 스퀘어)",일반의,2025-08-26,02-6267-1563,37.5236586861947,126.906430209934
하병원,병원,서울,"서울특별시 강남구 강남대로132길 5, 지하1~2층,2~5층 (논현동)",,2025-08-01,02-517-1110,37.5122664382368,127.021613379337
벨포인트의원,의원,서울,"서울특별시 강남구 봉은사로 109, 산타홍의원 9층 (논현동)",일반의,2025-08-25,02-548-1358,37.5051256294822,127.025598567652
성모숲이비인후과의원,의원,서울,"서울특별시 송파구 법원로 128, 문정역SKV1 C동 310호 (문정동)",이비인후과,2025-08-22,02-6953-3323,37.4868314347245,127.120453991896
서울정상내과의원,의원,서울,"서울특별시 구로구 경인로 387, 7층 (고척동)",내과,2025-08-26,02-6956-8757,37.4970868505034,126.863142594513
경희편안한의원,한의원,서울,"서울특별시 구로구 경인로40길 23, 대성타워 3층 (개봉동)",,2025-08-14,070-4337-1813,37.4957958905281,126.859308716027
그램한의원,한의원,서울,"서울특별시 강남구 강남대로 526, 2층 (논현동)",,2025-08-21,02-516-0912,37.5091544358221,127.022697143908
영광약국,약국,서울,서울특별시 금천구 시흥대로141길 65 (독산동),,2025-08-05,02-855-8851,37.4758493780032,126.897575379167
연세유나유외과의원,의원,서울,"서울특별시 강남구 선릉로 206, 2층 201,202호 (대치동, 동부센트레빌)",외과,2025-08-25,02-553-7501,37.4914644228405,127.055641674701
아몬드성형외과의원,의원,서울,"서울특별시 서초구 강남대로 527, 브랜드칸 타워 4층 (반포동)",성형외과,2025-08-20,010-9340-2018,37.5090878311164,127.021849979814
더숲약국,약국,서울,"서울특별시 성동구 왕십리로 241, 201동 GF층 B103호 (행당동, 서울숲 더샵)",,2025-08-26,02-6464-0505,37.5571686563914,127.040104919932
마포당한의원,한의원,서울,"서울특별시 마포구 마포대로 53, 마포트라팰리스 2층 213호 (도화동)",,2025-08-26,02-6953-1780,37.5414321628548,126.947054064308
4층성모약국,약국,서울,서울특별시 송파구 석촌호수로,,2025-08-27,02-424-1191,37.5070865386766,127.093671928493
사이성형외과의원,의원,서울,서울특별시 강남구 논현로,성형외과,2025-08-29,02-512-4647,37.5131978481825,127.031113830373
오르세한의원,한의원,서울,서울특별시 서대문구 신촌로37길,,2025-08-19,02-365-8015,37.5582045378864,126.95860418796
더원마취통증의학과의원,의원,서울,"서울특별시 강동구 구천면로 664, 4층 (상일동)",마취통증의학과,2025-08-11,02-441-1122,37.5507923893164,127.171761963136
구로88한의원,한의원,서울,"서울특별시 구로구 구로동로 34, 2층 (가리봉동)",,2025-08-14,02-852-1026,37.4846965004551,126.886558766573
바른소아청소년과의원,의원,서울,"서울특별시 강동구 양재대로 1317, 경일빌딩 4층 (성내동)",소아청소년과,2025-08-01,02-6419-7575,37.5239927924358,127.134359400059
연세굿샘내과의원,의원,서울,"서울특별시 송파구 올림픽로 289, 잠실시그마타워 4층 (신천동)",내과,2025-08-26,02-6475-1234,37.5146152773177,127.102522142353
잠원숲정신건강의학과의원,의원,서울,"서울특별시 서초구 잠원로4길 50, 메이플 자이 근린생활시설 1동 401,402,407호 (잠원동)",정신건강의학과,2025-08-13,02-6951-0777,37.512777866474,127.011981173143
삼성속내과의원,의원,서울,"서울특별시 강동구 양재대로 1574, 6층 (명일동)",내과,2025-08-06,02-428-1501,37.5459227458636,127.143349163756
청담더오피부과의원,의원,서울,"서울특별시 강남구 선릉로 602, 삼릉빌딩 2층 (삼성동)",피부과,2025-08-06,02-3444-0501,37.5106453453276,127.044013943312
오딘약국,약국,서울,"서울특별시 서초구 강남대로89길 8, 1층 (반포동)",,2025-08-19,02-546-7071,37.5095296759777,127.021400633331
닥터디자이너의원,의원,서울,"서울특별시 강남구 압구정로 445, 6층 (청담동)",일반의,2025-08-14,02-549-8883,37.5265388732101,127.046109390472
